School Name,NCES School ID,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Magnet,Title I School,Title 1 School Wide,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified
MCESA and Sugnet School Classroom Programs,268080001387,Midland County,3917 JEFFERSON AVE,MIDLAND,MI,48640,3582,(989)631-5890,13,City: Small,No,No,No,†,137,25.84,5.3,69,2,–
MecostaOsceola Career Center,268077000642,Mecosta County,15830 190TH AVE,BIG RAPIDS,MI,49307,8527,(231)796-5805,32,Town: Distant,No,No,No,†,0,12.2,†,–,–,–
MecostaOsceola Education Center,268077000641,Mecosta County,15760 190TH AVE,BIG RAPIDS,MI,49307,9096,(231)796-3543,32,Town: Distant,No,No,No,†,109,11,9.91,49,1,–
Melvindale High School,262346006021,Wayne County,18656 PROSPECT ST,MELVINDALE,MI,48122,1508,(313)389-3320,21,Suburb: Large,No,No,Yes,Yes,973,44.49,21.87,751,41,–
Memphis JuniorSenior High School,262349006025,Macomb County,34130 BORDMAN RD,MEMPHIS,MI,48041,4740,(810)392-2186,42,Rural: Distant,No,No,Yes,No,430,26.17,16.43,139,13,–
Mendon MiddleHigh School,262352006027,St. Joseph County,148 KIRBY RD,MENDON,MI,49072,9609,(269)496-8491,42,Rural: Distant,No,No,Yes,Yes,277,13.37,20.72,109,25,–
Menominee High School,262355006032,Menominee County,2101 18TH ST,MENOMINEE,MI,49858,3512,(906)863-7814,32,Town: Distant,No,No,No,†,360,21.08,17.08,127,13,–
Menominee ISD Special Education,268079001386,Menominee County,1201 41ST AVE,MENOMINEE,MI,49858,1102,(906)863-5665,32,Town: Distant,No,No,No,†,14,3.2,4.38,3,1,–
Meridian Early College High School,262358008394,Midland County,3303 N MERIDIAN RD,SANFORD,MI,48657,9161,(989)687-3300,41,Rural: Fringe,No,No,No,†,436,23,18.96,155,11,–
Merrill High School,262361006040,Saginaw County,555 WEST ALICE ST,MERRILL,MI,48637,8757,(989)643-7231,42,Rural: Distant,No,No,Yes,Yes,202,8.46,23.88,85,25,–
Merritt Academy,260028101598,Macomb County,59900 HAVENRIDGE RD,NEW HAVEN,MI,48048,1915,(586)749-6000,41,Rural: Fringe,Yes,No,Yes,Yes,560,137.8,4.06,285,30,–
Mesick Consolidated JrSr High School,262367006044,Wexford County,PO Box 275,Mesick,MI,49668,275,(231)885-1201,43,Rural: Remote,No,No,Yes,Yes,326,17.33,18.81,194,21,–
MG Millet Learning Center,268093000069,Saginaw County,3660 SOUTHFIELD DR,SAGINAW,MI,48601,5653,(989)777-2520,22,Suburb: Midsize,No,No,No,†,172,33,5.21,107,16,–
Michael J McGivney,268093001254,Saginaw County,925 NORTH RIVER RD,SAGINAW,MI,48609,6831,(989)781-2780,22,Suburb: Midsize,No,No,No,†,24,5.67,4.23,21,0,–
Michigan Center JrSr High School,262379006047,Jackson County,400 S STATE ST,MICHIGAN CENTER,MI,49254,1237,(517)764-1440,23,Suburb: Small,No,No,No,†,602,32.18,18.71,237,35,–
Michigan Collegiate MiddleHigh School,260021001494,Macomb County,31330 RYAN RD,WARREN,MI,48092,1354,(586)777-5792,12,City: Midsize,Yes,No,Yes,Yes,643,24.84,25.89,587,8,–
Michigan Connections Academy,260096908139,Ingham County,3950 HERITAGE AVE STE 100,OKEMOS,MI,48864,3344,(517)507-5390,21,Suburb: Large,Yes,No,Yes,Yes,1673,73.4,22.79,932,87,–
Michigan Cyber Academy,261803008563,Oakland County,1620 EAST ELZA AVE,HAZEL PARK,MI,48030,2358,(248)658-5200,21,Suburb: Large,No,No,No,†,303,2,151.5,228,1,–
Michigan Great Lakes Virtual Academy,260107008516,Manistee County,1309 MADISON RD,MANISTEE,MI,49660,2539,(231)794-5999,33,Town: Remote,Yes,No,Yes,Yes,3327,177.92,18.7,2407,191,–
Michigan International Prep School,260111408807,Clinton County,8989 E Colony Road,Elsie,MI,48331,,(586)291-5856,42,Rural: Distant,Yes,No,Yes,Yes,1248,48,26,754,10,–
Michigan Mathematics and Science Academy Dequindre,260096708813,Macomb County,27300 Dequindre Road,Warren,MI,48902,,(586)353-2108,12,City: Midsize,Yes,No,Yes,Yes,623,37.49,16.62,623,0,–
Michigan Online School,260111208844,Van Buren County,209 S STATE ST,GOBLES,MI,49055,9405,(269)216-6972,42,Rural: Distant,Yes,No,Yes,Yes,838,31,27.03,686,20,–
Michigan Reformatory,260000108154,Ionia County,1342 W MAIN ST,IONIA,MI,48846,1958,(616)527-2500,32,Town: Distant,No,No,No,†,4,0,†,†,†,†
Michigan School for the Deaf,260028001809,Genesee County,1235 W COURT ST,FLINT,MI,48503,5015,(810)257-1486,13,City: Small,No,No,No,†,86,21.34,4.03,43,3,–
Michigan Virtual Charter Academy,260097208180,Oakland County,1620 E ELZA AVE,HAZEL PARK,MI,48030,2358,(616)309-1600,21,Suburb: Large,Yes,No,Yes,Yes,2860,151.73,18.85,2073,233,–
Mid Peninsula School,262383001054,Delta County,5055 SAINT NICHOLAS 31ST RD,ROCK,MI,49880,9477,(906)359-4390,42,Rural: Distant,No,No,Yes,Yes,191,13.25,14.42,121,15,–
Midland High School,262382006060,Midland County,1301 EASTLAWN DR,MIDLAND,MI,48642,5746,(989)923-5181,13,City: Small,No,No,Yes,No,1238,64.45,19.21,392,51,–
Milan Alternative Education,262385008718,Washtenaw County,920 North Street,Milan,MI,48160,,(734)439-5050,31,Town: Fringe,No,No,Yes,No,19,3,6.33,9,1,–
Milan High School,262385006072,Monroe County,200 BIG RED DR,MILAN,MI,48160,1583,(734)439-5000,41,Rural: Fringe,No,No,No,†,591,41.78,14.15,129,8,–
Milford High School,261899005574,Oakland County,2380 SOUTH MILFORD RD,HIGHLAND,MI,48357,4934,(248)684-8091,41,Rural: Fringe,No,No,No,†,1279,58.4,21.9,264,29,–
Millington High School,262391006075,Tuscola County,8780 DEAN DR,MILLINGTON,MI,48746,9694,(989)660-2407,42,Rural: Distant,No,No,No,†,397,17.92,22.15,168,15,–
Milton C Porter Ed Center,268068000606,Lenawee County,2946 SUTTON RD,ADRIAN,MI,49221,8301,(517)263-8931,32,Town: Distant,No,No,No,†,100,41.08,2.43,41,2,–
MioAuSable High School,262400006080,Oscoda County,1110 WEST 8TH ST,MIO,MI,48647,9140,(989)826-2483,43,Rural: Remote,No,No,Yes,Yes,283,15.71,18.01,180,9,–
Mona Shores High School,262412006085,Muskegon County,1121 SEMINOLE RD,MUSKEGON,MI,49441,4345,(231)780-4711,22,Suburb: Midsize,No,No,No,†,1297,63.9,20.3,471,55,–
Monroe County Education Center,268082000651,Monroe County,1091 SOUTH RAISINVILLE RD,MONROE,MI,48161,9754,(734)322-2610,41,Rural: Fringe,No,No,No,†,104,13,8,48,4,–
Monroe County Middle College,268082008011,Monroe County,1101 South Raisinville Rd,Monroe,MI,48161,,(734)322-2620,41,Rural: Fringe,No,No,No,†,356,10,35.6,84,0,–
Monroe County Youth Center,268082000941,Monroe County,1101 SOUTH RAISINVILLE RD,MONROE,MI,48161,9047,(734)342-8620,23,Suburb: Small,No,No,No,†,6,0.98,6.12,†,†,†
Monroe High School,262415006099,Monroe County,901 HERR RD,MONROE,MI,48161,9702,(734)265-3400,23,Suburb: Small,No,No,No,†,1357,65.15,20.83,542,14,–
Montabella JuniorSenior High,261296004994,Montcalm County,1324 EAST NORTH COUNTY LINE RD,BLANCHARD,MI,49310,9303,(989)427-5175,43,Rural: Remote,No,No,Yes,Yes,404,21.84,18.5,244,44,–
Montague High School,262418006100,Muskegon County,4855 EILERS RD,MONTAGUE,MI,49437,9159,(231)894-2661,41,Rural: Fringe,No,No,No,†,456,25.36,17.98,170,21,–
Montcalm Area Career Center,268083000223,Montcalm County,1550 WEST SIDNEY RD,SIDNEY,MI,48885,9748,(616)225-5708,42,Rural: Distant,No,No,No,†,0,10.5,†,–,–,–
Montrose Alternative Education Center,262442001827,Genesee County,PO Box 3129,Montrose,MI,48457,829,(810)591-8821,41,Rural: Fringe,No,No,Yes,Yes,172,3.7,46.49,114,5,–
Morenci Middle and High School,262457006109,Lenawee County,788 E COOMER ST,MORENCI,MI,49256,9501,(517)458-7501,42,Rural: Distant,No,No,Yes,Yes,334,23,14.52,150,14,–
MorganShaw School,260650000818,Charlevoix County,321 S PARK ST,BOYNE CITY,MI,49712,1527,(231)439-8140,33,Town: Remote,No,No,Yes,Yes,34,0.42,80.95,19,1,–
Morley Stanwood High School,262460006111,Mecosta County,4700 NORTHLAND DR,MORLEY,MI,49336,9522,(231)856-4444,42,Rural: Distant,No,Yes,No,†,374,16.25,23.02,195,23,–
Morrice Area High School,262463006114,Shiawassee County,691 PURDY LN,MORRICE,MI,48857,9620,(517)625-3143,41,Rural: Fringe,No,No,Yes,Yes,217,13.36,16.24,79,6,–
Mosaic School,260956000938,Mecosta County,350 EAST WHEATLAND AVE,REMUS,MI,49340,9371,(989)967-8150,43,Rural: Remote,No,No,Yes,Yes,97,2.75,35.27,81,2,–
Mott Middle College High School,260789000507,Genesee County,2413 WEST MAPLE AVE,FLINT,MI,48507,3429,(810)232-8530,13,City: Small,No,No,Yes,Yes,342,0,†,277,14,–
Mount Clemens Center for Lifelong Learning,262187002057,Macomb County,24001 FREDERICK PANKOW BLVD,CLINTON TWP,MI,48036,1364,(586)783-6420,21,Suburb: Large,No,No,Yes,Yes,28,0,†,16,0,–
Mount Clemens High School,262469006118,Macomb County,155 CASS AVE,MOUNT CLEMENS,MI,48043,2203,(586)461-3400,21,Suburb: Large,No,No,Yes,Yes,226,10.72,21.08,186,12,–
Mt Morris Education and Community Center,262472006125,Genesee County,1000 EAST MOUNT MORRIS ST,MOUNT MORRIS,MI,48458,2074,(810)591-0860,21,Suburb: Large,No,No,No,†,50,2,25,34,2,–
Mt Pleasant Senior High School,262475006135,Isabella County,1155 SOUTH ELIZABETH ST,MOUNT PLEASANT,MI,48858,3221,(989)775-2201,32,Town: Distant,No,No,Yes,No,1117,70.46,15.85,440,33,–
Mumford High School,260110304793,Wayne County,17525 WYOMING ST,DETROIT,MI,48221,2414,(313)416-7064,11,City: Large,No,Yes,Yes,Yes,941,50,18.82,785,10,–
Munising High and Middle School,262481006140,Alger County,810 STATE HIGHWAY M28 WEST,MUNISING,MI,49862,1325,(906)387-2103,33,Town: Remote,No,No,Yes,Yes,334,18.4,18.15,146,5,–
Muskegon Area Career Tech Center,268085007844,Muskegon County,200 Harvey St,Muskegon,MI,49442,,(231)767-3600,13,City: Small,No,No,No,†,0,18.5,†,–,–,–
Muskegon Community Education Center,262484008375,Muskegon County,80 W SOUTHERN AVE,MUSKEGON,MI,49441,2541,(231)720-2800,13,City: Small,No,No,Yes,Yes,105,4.44,23.65,87,1,–
Muskegon County Juvenile Transition Center,268085008615,Muskegon County,630 HARVEY ST,MUSKEGON,MI,49442,4278,(231)767-7248,13,City: Small,No,No,No,†,14,4.5,3.11,11,0,–
Muskegon Covenant Academy,260108808645,Muskegon County,125 CATHERINE AVE,MUSKEGON,MI,49442,3331,(231)720-3100,13,City: Small,Yes,No,Yes,Yes,153,7.5,20.4,153,0,–
Muskegon Heights Academy,260102906170,Muskegon County,2441 SANFORD ST,MUSKEGON,MI,49444,1438,(231)830-3700,22,Suburb: Midsize,Yes,Yes,Yes,Yes,283,10,28.3,266,4,–
Muskegon High School,262484006152,Muskegon County,80 WEST SOUTHERN AVE,MUSKEGON,MI,49441,2541,(231)720-2800,13,City: Small,No,No,Yes,Yes,1043,42.74,24.4,789,58,–
Muskegon River Youth Home,268077001559,Osceola County,3030 LONG LN,EVART,MI,49631,7218,(231)734-0401,43,Rural: Remote,No,No,No,†,25,6,4.17,20,0,–
MySchoolKent,268062008762,Kent County,1655 East Beltline Avenue NE,Grand Rapids,MI,49525,,(616)447-5680,12,City: Midsize,No,No,No,†,0,6.6,†,–,–,–
Nah Tah Wahsh Public School Academy,260010300646,Menominee County,N14911 HANNAHVILLE ROAD B 1,WILSON,MI,49896,9612,(906)466-2952,43,Rural: Remote,Yes,No,Yes,Yes,203,22,9.23,172,11,–
Napoleon High School,262496006174,Jackson County,PO Box 308,Napoleon,MI,49261,308,(517)536-8667,41,Rural: Fringe,No,No,No,†,363,16.45,22.07,103,3,–
Negaunee High School,262502006179,Marquette County,500 WEST ARCH ST,NEGAUNEE,MI,49866,1323,(906)475-7861,41,Rural: Fringe,No,No,No,†,438,24.35,17.99,114,4,–
Neil E Reid High School,268072000620,Macomb County,37701 HARPER AVE,CLINTON TOWNSHIP,MI,48036,3087,(586)469-1590,21,Suburb: Large,No,No,No,†,94,15,6.27,47,4,–
New Beginnings Alternative High School,260852000585,Kent County,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,49319,9326,(616)696-1203,31,Town: Fringe,No,No,Yes,Yes,57,0,†,34,6,–
New Buffalo Senior High School,262514006181,Berrien County,P O Box 280,NEW BUFFALO,MI,49117,1540,(269)469-6001,41,Rural: Fringe,No,No,Yes,No,185,16.1,11.49,56,10,–
New Haven High School,262523006184,Macomb County,PO Box 482000,New Haven,MI,48048,2000,(586)749-5104,21,Suburb: Large,No,No,No,†,363,20.79,17.46,172,26,–
New Lothrop High School,262529006186,Shiawassee County,PO Box 339,New Lothrop,MI,48460,339,(810)638-5054,41,Rural: Fringe,No,No,Yes,No,414,21,19.71,133,9,–
New Options High School,260255001572,Ottawa County,10760 68th Ave,Allendale,MI,49401,8904,(616)892-5575,21,Suburb: Large,No,No,Yes,Yes,48,0,†,32,1,–
New Paradigm College Prep,260107508633,Wayne County,4001 29TH ST,DETROIT,MI,48210,2601,(313)852-1500,11,City: Large,Yes,No,Yes,Yes,220,8,27.5,192,5,–
New School High,260108908646,Wayne County,46250 Ann Arbor Road,Plymouth,MI,48170,,(734)386-6601,21,Suburb: Large,Yes,No,No,†,46,5,9.2,9,0,–
Newaygo County Career Tech Center,268086000952,Newaygo County,4645 WEST CAREER PATHWAY CT,FREMONT,MI,49412,8256,(231)924-8814,41,Rural: Fringe,No,No,No,†,0,13,†,–,–,–
Newaygo High School,262532006190,Newaygo County,PO Box 820,Newaygo,MI,49337,820,(231)652-1646,32,Town: Distant,No,No,No,†,503,21.94,22.93,261,27,–
Newberry Area School,262535006195,Luce County,700 NEWBERRY AVE,NEWBERRY,MI,49868,1503,(906)293-3243,33,Town: Remote,No,No,Yes,Yes,522,35,14.91,290,26,–
Newberry Correctional Facility,260000107839,Luce County,3001 NEWBERRY AVE,NEWBERRY,MI,49868,1340,(906)293-6200,33,Town: Remote,No,No,No,†,0,0,†,–,–,–
Newcomers Community School,261644001364,Kent County,1800 TREMONT BLVD NW,GRAND RAPIDS,MI,49504,4868,(616)819-3160,12,City: Midsize,No,No,Yes,Yes,77,3,25.67,67,2,–
NexTech High School,260101708383,Kent County,801 BROADWAY AVE NORTHWEST STE 225,GRAND RAPIDS,MI,49504,4464,(616)458-4992,12,City: Midsize,Yes,No,Yes,Yes,106,6,17.67,103,0,–
NexTech High School of Lansing,260101908370,Ingham County,2175 University Park Drive,Okemos,MI,48864,,(517)347-7793,41,Rural: Fringe,Yes,No,Yes,Yes,84,5,16.8,48,0,–
Niles Cedar Lane,262556000116,Berrien County,1 TYLER ST,NILES,MI,49120,3784,(269)684-9554,21,Suburb: Large,No,No,Yes,Yes,103,4.65,22.15,74,5,–
Niles Comm Schools Adult Education,262556002056,Berrien County,1 TYLER ST,NILES,MI,49120,2995,(269)684-4480,13,City: Small,No,No,Yes,Yes,45,0.55,81.82,35,2,–
Niles Senior High School,262556006206,Berrien County,1441 EAGLE ST,NILES,MI,49120,1933,(269)683-2894,13,City: Small,No,No,No,†,818,39,20.97,364,38,–
Niles Virtual School,262556008297,Berrien County,1 TYLER ST,NILES,MI,49120,3784,(269)683-0736,21,Suburb: Large,No,No,Yes,Yes,15,2.54,5.91,9,1,–
North AdamsJerome MiddleHigh School,262565006211,Hillsdale County,4555 KNOWLES RD,NORTH ADAMS,MI,49262,9709,(517)689-1701,42,Rural: Distant,No,No,Yes,Yes,211,14.15,14.91,138,3,–
North Branch High School,262568006213,Lapeer County,PO Box 3620,North Branch,MI,48461,,(810)688-3001,42,Rural: Distant,No,No,Yes,Yes,710,29.94,23.71,272,31,–
North Central Academy Campus,260100001050,Antrim County,5055 COREY RD,MANCELONA,MI,49659,9467,(231)584-2080,43,Rural: Remote,Yes,No,Yes,Yes,154,8.4,18.33,105,20,–
North Central Area Senior High School,262922006506,Menominee County,W3795 US HIGHWAY 241,POWERS,MI,49874,9686,(906)497-5226,43,Rural: Remote,No,No,Yes,Yes,108,8.6,12.56,32,9,–
North Dickinson School,263048006704,Dickinson County,W6588 M69 NORTH DICKINSON S,FELCH,MI,49831,,(906)542-9281,43,Rural: Remote,No,Yes,Yes,Yes,259,15.71,16.49,84,13,–
North EdBridgeway,268044007809,Grand Traverse County,301 SOUTH GARFIELD AVE,TRAVERSE CITY,MI,49686,2932,(231)933-5683,33,Town: Remote,No,No,No,†,66,22.4,2.95,42,2,–
North EdCreekside School,268044000523,Grand Traverse County,1100 SILVER DR,TRAVERSE CITY,MI,49684,5622,(231)922-6375,33,Town: Remote,No,No,No,†,50,10,5,33,3,–
North EdNew Horizons,268044007779,Grand Traverse County,933 ROSE ST,TRAVERSE CITY,MI,49686,4231,(231)933-5685,33,Town: Remote,No,No,No,†,70,11,6.36,22,1,–
North Farmington High School,261407005045,Oakland County,32900 WEST 13 MILE RD,FARMINGTON HILLS,MI,48334,1904,(248)785-2005,13,City: Small,No,No,No,†,1266,75.96,16.67,307,28,–
North Huron School,262578006233,Huron County,21 MAIN ST,KINDE,MI,48445,9760,(989)874-4101,42,Rural: Distant,No,No,Yes,Yes,336,25.13,13.37,169,24,–
North Lake High School,263267001612,Macomb County,23340 ELMIRA ST,SAINT CLAIR SHORES,MI,48082,1100,(586)285-8780,21,Suburb: Large,No,No,Yes,Yes,90,5,18,55,4,–
North Muskegon High School,262580006235,Muskegon County,1507 MILLS AVE,MUSKEGON,MI,49445,3011,(231)719-4113,22,Suburb: Midsize,No,No,Yes,No,331,15.75,21.02,77,4,–
North Pointe Center,268022001535,Cass County,704 ORCHARD ST,DOWAGIAC,MI,49047,1193,(269)782-7727,31,Town: Fringe,No,No,No,†,52,0,†,17,1,–
North Star Montessori Academy,260015300934,Marquette County,3030 WRIGHT ST,MARQUETTE,MI,49855,9649,(906)226-0156,41,Rural: Fringe,Yes,No,Yes,Yes,233,19.99,11.66,110,3,–
Northern High School,261461005158,Kent County,3801 LEONARD ST NE,GRAND RAPIDS,MI,49525,3372,(616)493-8600,21,Suburb: Large,No,No,Yes,No,1153,57.59,20.02,157,12,–
Northport Public School,262592006237,Leelanau County,PO Box 188,Northport,MI,49670,188,(231)386-5153,43,Rural: Remote,No,No,Yes,Yes,136,16.33,8.33,80,20,–
Northview High School,262595006240,Kent County,4451 HUNSBERGER AVE NE,GRAND RAPIDS,MI,49525,6126,(616)363-4857,21,Suburb: Large,No,No,Yes,No,1061,50.3,21.09,321,45,–
Northview Next Career Center,262595001565,Kent County,3801 E BELTLINE AVE NE,GRAND RAPIDS,MI,49525,9782,(616)361-7396,21,Suburb: Large,No,No,Yes,Yes,32,2.2,14.55,21,0,–
Northview Next Learning Center,262595008938,Kent County,4365 HUNSBERGER AVE NORTHEAST,GRAND RAPIDS,MI,49525,6128,(616)361-7396,21,Suburb: Large,No,No,Yes,Yes,107,0.44,243.18,58,4,–
Northville High School,262598006245,Wayne County,45700 6 MILE RD,NORTHVILLE,MI,48168,9521,(248)344-3800,21,Suburb: Large,No,No,No,†,2459,114.66,21.45,157,4,–
Northwest Alternative High School,262601000870,Jackson County,6900 RIVES JUNCTION RD,JACKSON,MI,49201,7408,(517)817-4702,41,Rural: Fringe,No,No,Yes,Yes,125,24.3,5.14,83,2,–
Northwest High School,262601006255,Jackson County,4200 VAN HORN RD,JACKSON,MI,49201,7450,(517)817-4702,41,Rural: Fringe,No,No,No,†,1034,48.4,21.36,410,57,–
Norway High School,262604006257,Dickinson County,300 SECTION ST,NORWAY,MI,49870,1356,(906)563-9542,41,Rural: Fringe,No,Yes,Yes,Yes,185,8.83,20.95,64,9,–
NOVA Discipline Academy,262619008212,Oakland County,22180 Parklawn,Oak Park,MI,48237,,(248)336-7650,21,Suburb: Large,No,No,Yes,Yes,133,7,19,104,2,–
Novi High School,262613006263,Oakland County,24062 TAFT RD,NOVI,MI,48375,3022,(248)449-1500,13,City: Small,No,No,Yes,No,2108,115.6,18.24,243,16,–
Novi Virtual School,262613008982,Oakland County,41500 GARDENBROOK RD,NOVI,MI,48375,1313,(248)449-1200,13,City: Small,No,No,No,†,198,10.1,19.6,20,1,–
Oak Park High School,262619006271,Oakland County,13701 OAK PARK BLVD,OAK PARK,MI,48237,2080,(248)336-7740,21,Suburb: Large,No,No,Yes,Yes,1071,60.6,17.67,768,34,–
Oak Park Virtual Academy,262619008452,Macomb County,18901 15 MILE RD,CLINTON TWP,MI,48035,2504,(586)465-9474,21,Suburb: Large,No,No,Yes,Yes,419,1.3,322.31,327,6,–
Oakland Early College,263582007784,Oakland County,27055 ORCHARD LAKE RD,FARMINGTON HILLS,MI,48334,4556,(248)522-3540,13,City: Small,No,No,No,†,152,5.7,26.67,34,1,–
Oakland FlexTech High School,260104308495,Oakland County,23801 INDUSTRIAL PARK DRIVE,FARMINGTON HILLS,MI,48335,,(248)426-8530,13,City: Small,Yes,No,Yes,No,198,9.9,20,88,0,–
Oakland International Academy High School,260021708533,Wayne County,2619 FLORIAN ST,HAMTRAMCK,MI,48212,3452,(313)285-8990,21,Suburb: Large,Yes,No,Yes,Yes,309,18,17.17,297,12,–
Oakland Schools Technical CampusNE,268088001240,Oakland County,1371 NORTH PERRY ST,PONTIAC,MI,48340,3261,(248)451-2700,13,City: Small,No,No,No,†,0,18.06,†,–,–,–
Oakland Schools Technical CampusNW,268088001241,Oakland County,8211 BIG LAKE RD,CLARKSTON,MI,48346,1002,(248)922-5800,41,Rural: Fringe,No,No,No,†,0,17.3,†,–,–,–
Oakland Schools Technical CampusSE,268088001154,Oakland County,5055 DELEMERE AVE,ROYAL OAK,MI,48073,1004,(248)288-4020,21,Suburb: Large,No,No,No,†,0,18.44,†,–,–,–
Oakland Schools Technical CampusSW,268088001242,Oakland County,1000 BECK RD,WIXOM,MI,48393,1862,(248)668-5600,21,Suburb: Large,No,No,No,†,0,20,†,–,–,–
Oakridge Fusion,262622008077,Muskegon County,5493 Hall Road,Muskegon,MI,49442,,(231)788-7319,22,Suburb: Midsize,No,No,Yes,Yes,38,3.74,10.16,24,1,–
Oakridge High School,262622006276,Muskegon County,5493 HALL RD,MUSKEGON,MI,49442,3096,(231)788-7300,22,Suburb: Midsize,No,No,No,†,553,27.35,20.22,256,59,–
Oakridge Middle School,262622006277,Muskegon County,251 SOUTH WOLF LAKE RD,MUSKEGON,MI,49442,3029,(231)788-7400,22,Suburb: Midsize,No,No,No,†,306,17.89,17.1,165,30,–
Oaks Correctional Facility,260000107945,Manistee County,PO Box 38,Manistee,MI,49660,9200,(231)723-8272,33,Town: Remote,No,No,No,†,0,0,†,–,–,–
Odyssey MiddleHigh School,263138000151,Isabella County,3441 SOUTH WISE RD,MOUNT PLEASANT,MI,48858,9125,(989)773-9473,41,Rural: Fringe,No,No,Yes,Yes,81,5.35,15.14,54,2,–
Ogemaw Heights High School,263585007185,Ogemaw County,PO Box 308,West Branch,MI,48661,308,(989)343-2020,43,Rural: Remote,No,No,No,†,576,27.1,21.25,299,39,–
Ojibwe Charter School,260028501657,Chippewa County,11507 WEST INDUSTRIAL DR,BRIMLEY,MI,49715,9087,(906)248-2530,42,Rural: Distant,Yes,No,Yes,Yes,138,12.51,11.03,117,1,–
Okemos High School,262628006282,Ingham County,2800 JOLLY RD,OKEMOS,MI,48864,6506,(517)706-4900,41,Rural: Fringe,No,No,Yes,No,1433,76.88,18.64,231,29,–
Old Redford Academy High,260024201699,Wayne County,8001 WEST OUTER DR,DETROIT,MI,48235,3293,(313)543-3080,11,City: Large,Yes,No,Yes,Yes,462,17,27.18,383,9,–
